team_name,hero_name,picks,win_rate
BetBoom Team,Beastmaster,16,0.5625
BetBoom Team,Bounty Hunter,9,0.4444444444444444
BetBoom Team,Bristleback,8,0.25
BetBoom Team,Centaur Warrunner,18,0.5
BetBoom Team,Chen,3,0.3333333333333333
BetBoom Team,Dazzle,4,0.5
BetBoom Team,Disruptor,13,0.3076923076923077
BetBoom Team,Doom,9,0.5555555555555556
BetBoom Team,Dragon Knight,11,0.6363636363636364
BetBoom Team,Ember Spirit,8,0.875
BetBoom Team,Enigma,3,0.3333333333333333
BetBoom Team,Grimstroke,3,0.6666666666666666
BetBoom Team,Gyrocopter,18,0.7222222222222222
BetBoom Team,Hoodwink,24,0.4583333333333333
BetBoom Team,Invoker,4,0.5
BetBoom Team,Jakiro,30,0.6
BetBoom Team,Juggernaut,17,0.47058823529411764
BetBoom Team,Kez,7,0.5714285714285714
BetBoom Team,Largo,4,1.0
BetBoom Team,Legion Commander,4,1.0
BetBoom Team,Lifestealer,5,0.4
BetBoom Team,Lion,5,0.4
BetBoom Team,Marci,8,0.625
BetBoom Team,Mars,8,0.5
BetBoom Team,Medusa,4,0.5
BetBoom Team,Monkey King,3,0.6666666666666666
BetBoom Team,Muerta,24,0.5833333333333334
BetBoom Team,Naga Siren,3,1.0
BetBoom Team,Nature's Prophet,5,0.4
BetBoom Team,Necrophos,3,0.0
BetBoom Team,Nyx Assassin,3,0.6666666666666666
BetBoom Team,Phoenix,3,0.0
BetBoom Team,Primal Beast,11,0.8181818181818182
BetBoom Team,Puck,16,0.4375
BetBoom Team,Queen of Pain,9,0.4444444444444444
BetBoom Team,Razor,7,0.42857142857142855
BetBoom Team,Ringmaster,7,0.8571428571428571
BetBoom Team,Sand King,4,0.5
BetBoom Team,Shadow Demon,17,0.4117647058823529
BetBoom Team,Shadow Fiend,3,0.3333333333333333
BetBoom Team,Slardar,11,0.36363636363636365
BetBoom Team,Storm Spirit,6,0.5
BetBoom Team,Sven,5,0.4
BetBoom Team,Templar Assassin,5,0.4
BetBoom Team,Terrorblade,3,0.3333333333333333
BetBoom Team,Timbersaw,6,0.16666666666666666
BetBoom Team,Tiny,4,0.5
BetBoom Team,Tusk,26,0.6153846153846154
BetBoom Team,Underlord,8,0.25
BetBoom Team,Ursa,10,0.4
BetBoom Team,Viper,5,0.4
BetBoom Team,Void Spirit,5,0.0
BetBoom Team,Warlock,16,0.3125
BetBoom Team,Windranger,7,0.42857142857142855
Execration,Axe,7,0.2857142857142857
Execration,Batrider,4,0.0
Execration,Beastmaster,4,0.25
Execration,Crystal Maiden,3,0.3333333333333333
Execration,Dazzle,3,0.3333333333333333
Execration,Disruptor,3,0.0
Execration,Dragon Knight,6,0.3333333333333333
Execration,Ember Spirit,3,0.3333333333333333
Execration,Enchantress,4,0.25
Execration,Gyrocopter,11,0.18181818181818182
Execration,Hoodwink,3,0.0
Execration,Jakiro,9,0.3333333333333333
Execration,Juggernaut,4,0.75
Execration,Kez,3,0.3333333333333333
Execration,Kunkka,4,0.0
Execration,Luna,3,0.0
Execration,Mars,8,0.25
Execration,Pangolier,7,0.2857142857142857
Execration,Puck,4,0.5
Execration,Queen of Pain,5,0.2
Execration,Ringmaster,4,0.5
Execration,Skywrath Mage,3,0.3333333333333333
Execration,Slardar,3,0.3333333333333333
Execration,Snapfire,5,0.0
Execration,Storm Spirit,6,0.0
Execration,Templar Assassin,3,0.0
Execration,Tusk,8,0.375
Execration,Undying,4,0.0
Execration,Void Spirit,5,0.2
Execration,Windranger,3,0.3333333333333333
Execration,Witch Doctor,3,0.3333333333333333
GamerLegion,Abaddon,5,0.8
GamerLegion,Axe,3,0.3333333333333333
GamerLegion,Batrider,7,0.7142857142857143
GamerLegion,Beastmaster,6,0.16666666666666666
GamerLegion,Centaur Warrunner,15,0.5333333333333333
GamerLegion,Chen,11,0.36363636363636365
GamerLegion,Clinkz,4,0.25
GamerLegion,Clockwerk,5,0.2
GamerLegion,Dark Willow,8,0.375
GamerLegion,Dragon Knight,5,0.0
GamerLegion,Ember Spirit,8,0.5
GamerLegion,Enigma,4,0.5
GamerLegion,Jakiro,16,0.5
GamerLegion,Juggernaut,3,0.6666666666666666
GamerLegion,Kez,4,0.5
GamerLegion,Largo,6,0.16666666666666666
GamerLegion,Marci,3,0.0
GamerLegion,Mars,4,0.25
GamerLegion,Pangolier,6,0.3333333333333333
GamerLegion,Phoenix,3,0.3333333333333333
GamerLegion,Puck,6,0.5
GamerLegion,Queen of Pain,7,0.42857142857142855
GamerLegion,Razor,3,0.0
GamerLegion,Shadow Demon,11,0.36363636363636365
GamerLegion,Shadow Fiend,4,0.75
GamerLegion,Shadow Shaman,3,0.3333333333333333
GamerLegion,Slardar,8,0.5
GamerLegion,Snapfire,9,0.5555555555555556
GamerLegion,Storm Spirit,7,0.5714285714285714
GamerLegion,Templar Assassin,4,0.75
GamerLegion,Terrorblade,4,0.25
GamerLegion,Timbersaw,3,0.3333333333333333
GamerLegion,Troll Warlord,4,0.0
GamerLegion,Tusk,7,0.42857142857142855
GamerLegion,Ursa,3,0.6666666666666666
GamerLegion,Viper,8,0.25
GamerLegion,Void Spirit,8,0.375
GamerLegion,Warlock,15,0.4
GamerLegion,Weaver,4,0.25
HEROIC,Abaddon,13,0.3076923076923077
HEROIC,Axe,9,0.4444444444444444
HEROIC,Bane,9,0.5555555555555556
HEROIC,Batrider,4,0.5
HEROIC,Beastmaster,15,0.3333333333333333
HEROIC,Bristleback,3,0.6666666666666666
HEROIC,Broodmother,3,0.6666666666666666
HEROIC,Centaur Warrunner,10,0.6
HEROIC,Chen,12,0.4166666666666667
HEROIC,Clockwerk,14,0.5714285714285714
HEROIC,Dark Seer,7,0.42857142857142855
HEROIC,Dazzle,3,0.6666666666666666
HEROIC,Dragon Knight,13,0.5384615384615384
HEROIC,Ember Spirit,7,0.2857142857142857
HEROIC,Enchantress,3,0.3333333333333333
HEROIC,Enigma,13,0.46153846153846156
HEROIC,Gyrocopter,14,0.7857142857142857
HEROIC,Hoodwink,17,0.5882352941176471
HEROIC,Huskar,3,0.0
HEROIC,Invoker,4,0.75
HEROIC,Jakiro,18,0.4444444444444444
HEROIC,Kez,5,0.4
HEROIC,Leshrac,10,0.5
HEROIC,Marci,6,0.5
HEROIC,Mars,14,0.42857142857142855
HEROIC,Meepo,8,0.625
HEROIC,Night Stalker,5,0.4
HEROIC,Nyx Assassin,11,0.7272727272727273
HEROIC,Omniknight,3,0.6666666666666666
HEROIC,Pangolier,4,0.0
HEROIC,Primal Beast,9,0.5555555555555556
HEROIC,Puck,12,0.5833333333333334
HEROIC,Pudge,5,0.8
HEROIC,Pugna,11,0.45454545454545453
HEROIC,Queen of Pain,8,0.25
HEROIC,Razor,3,0.3333333333333333
HEROIC,Sand King,6,0.8333333333333334
HEROIC,Shadow Demon,13,0.6923076923076923
HEROIC,Skywrath Mage,13,0.5384615384615384
HEROIC,Slardar,5,0.6
HEROIC,Snapfire,9,0.2222222222222222
HEROIC,Spirit Breaker,3,0.0
HEROIC,Storm Spirit,4,0.0
HEROIC,Templar Assassin,7,0.2857142857142857
HEROIC,Terrorblade,4,0.75
HEROIC,Tidehunter,5,0.6
HEROIC,Timbersaw,3,1.0
HEROIC,Tiny,6,0.5
HEROIC,Troll Warlord,5,0.6
HEROIC,Tusk,18,0.2777777777777778
HEROIC,Underlord,4,0.5
HEROIC,Ursa,10,0.3
HEROIC,Viper,10,0.5
HEROIC,Warlock,5,0.2
MOUZ,Abaddon,14,0.5
MOUZ,Batrider,5,0.6
MOUZ,Beastmaster,12,0.5833333333333334
MOUZ,Bounty Hunter,4,0.0
MOUZ,Brewmaster,5,0.4
MOUZ,Bristleback,19,0.47368421052631576
MOUZ,Broodmother,5,0.8
MOUZ,Centaur Warrunner,13,0.5384615384615384
MOUZ,Chen,17,0.5882352941176471
MOUZ,Clinkz,4,0.5
MOUZ,Clockwerk,10,0.6
MOUZ,Dazzle,6,0.6666666666666666
MOUZ,Disruptor,3,0.3333333333333333
MOUZ,Dragon Knight,33,0.6363636363636364
MOUZ,Ember Spirit,13,0.6923076923076923
MOUZ,Enchantress,10,0.5
MOUZ,Enigma,3,0.3333333333333333
MOUZ,Gyrocopter,22,0.5454545454545454
MOUZ,Huskar,14,0.5714285714285714
MOUZ,Invoker,3,0.6666666666666666
MOUZ,Jakiro,17,0.4117647058823529
MOUZ,Juggernaut,12,0.5
MOUZ,Leshrac,26,0.6153846153846154
MOUZ,Lion,4,0.25
MOUZ,Marci,6,0.6666666666666666
MOUZ,Mars,26,0.46153846153846156
MOUZ,Monkey King,7,0.5714285714285714
MOUZ,Nature's Prophet,9,0.5555555555555556
MOUZ,Nyx Assassin,11,0.45454545454545453
MOUZ,Pangolier,16,0.625
MOUZ,Phoenix,8,0.375
MOUZ,Primal Beast,7,0.2857142857142857
MOUZ,Puck,4,0.5
MOUZ,Pudge,23,0.5217391304347826
MOUZ,Pugna,22,0.7727272727272727
MOUZ,Queen of Pain,11,0.5454545454545454
MOUZ,Razor,4,0.25
MOUZ,Ringmaster,3,0.3333333333333333
MOUZ,Shadow Demon,10,0.5
MOUZ,Shadow Fiend,20,0.55
MOUZ,Slardar,12,0.5833333333333334
MOUZ,Snapfire,23,0.4782608695652174
MOUZ,Spirit Breaker,5,0.8
MOUZ,Storm Spirit,20,0.55
MOUZ,Templar Assassin,3,0.6666666666666666
MOUZ,Tidehunter,29,0.6551724137931034
MOUZ,Timbersaw,9,0.3333333333333333
MOUZ,Tiny,8,0.5
MOUZ,Treant Protector,5,0.4
MOUZ,Troll Warlord,18,0.5
MOUZ,Tusk,43,0.6744186046511628
MOUZ,Underlord,3,0.6666666666666666
MOUZ,Undying,5,0.6
MOUZ,Venomancer,3,0.6666666666666666
MOUZ,Viper,5,0.4
MOUZ,Warlock,32,0.53125
MOUZ,Windranger,3,0.6666666666666666
Natus Vincere,Abaddon,7,0.42857142857142855
Natus Vincere,Bane,11,0.7272727272727273
Natus Vincere,Batrider,7,0.5714285714285714
Natus Vincere,Bristleback,9,0.4444444444444444
Natus Vincere,Broodmother,4,0.25
Natus Vincere,Centaur Warrunner,12,0.6666666666666666
Natus Vincere,Chen,7,0.5714285714285714
Natus Vincere,Clockwerk,10,0.7
Natus Vincere,Dazzle,5,0.2
Natus Vincere,Disruptor,15,0.5333333333333333
Natus Vincere,Dragon Knight,13,0.5384615384615384
Natus Vincere,Earth Spirit,5,0.6
Natus Vincere,Ember Spirit,8,0.5
Natus Vincere,Enchantress,5,0.4
Natus Vincere,Faceless Void,3,0.6666666666666666
Natus Vincere,Grimstroke,9,0.5555555555555556
Natus Vincere,Gyrocopter,9,0.5555555555555556
Natus Vincere,Hoodwink,11,0.5454545454545454
Natus Vincere,Huskar,5,1.0
Natus Vincere,Invoker,8,0.5
Natus Vincere,Jakiro,13,0.46153846153846156
Natus Vincere,Juggernaut,4,0.25
Natus Vincere,Kez,4,0.75
Natus Vincere,Largo,9,0.7777777777777778
Natus Vincere,Mars,12,0.4166666666666667
Natus Vincere,Monkey King,6,0.3333333333333333
Natus Vincere,Morphling,3,0.0
Natus Vincere,Naga Siren,4,0.5
Natus Vincere,Pangolier,8,0.375
Natus Vincere,Primal Beast,3,0.3333333333333333
Natus Vincere,Puck,11,0.6363636363636364
Natus Vincere,Pudge,3,0.3333333333333333
Natus Vincere,Queen of Pain,14,0.6428571428571429
Natus Vincere,Razor,7,0.5714285714285714
Natus Vincere,Ringmaster,12,0.3333333333333333
Natus Vincere,Shadow Demon,11,0.6363636363636364
Natus Vincere,Shadow Fiend,10,0.6
Natus Vincere,Slardar,6,0.3333333333333333
Natus Vincere,Snapfire,11,0.5454545454545454
Natus Vincere,Storm Spirit,7,0.5714285714285714
Natus Vincere,Templar Assassin,12,0.8333333333333334
Natus Vincere,Terrorblade,8,0.375
Natus Vincere,Tidehunter,4,0.5
Natus Vincere,Timbersaw,3,0.3333333333333333
Natus Vincere,Tiny,6,0.3333333333333333
Natus Vincere,Underlord,10,0.7
Natus Vincere,Undying,3,0.3333333333333333
Natus Vincere,Ursa,7,0.2857142857142857
Natus Vincere,Viper,6,0.3333333333333333
Natus Vincere,Void Spirit,3,0.0
Natus Vincere,Warlock,19,0.5789473684210527
Natus Vincere,Windranger,7,0.5714285714285714
Nigma Galaxy,Abaddon,6,0.6666666666666666
Nigma Galaxy,Axe,4,0.5
Nigma Galaxy,Bane,4,0.5
Nigma Galaxy,Batrider,3,0.3333333333333333
Nigma Galaxy,Bounty Hunter,4,0.75
Nigma Galaxy,Clockwerk,4,0.25
Nigma Galaxy,Dark Willow,4,0.5
Nigma Galaxy,Dragon Knight,7,0.5714285714285714
Nigma Galaxy,Enigma,3,0.3333333333333333
Nigma Galaxy,Gyrocopter,5,0.4
Nigma Galaxy,Hoodwink,7,0.7142857142857143
Nigma Galaxy,Invoker,5,0.6
Nigma Galaxy,Jakiro,9,0.1111111111111111
Nigma Galaxy,Keeper of the Light,3,0.6666666666666666
Nigma Galaxy,Leshrac,3,0.3333333333333333
Nigma Galaxy,Luna,3,0.3333333333333333
Nigma Galaxy,Lycan,4,0.75
Nigma Galaxy,Mars,7,0.14285714285714285
Nigma Galaxy,Muerta,7,0.42857142857142855
Nigma Galaxy,Pangolier,3,0.3333333333333333
Nigma Galaxy,Puck,4,0.25
Nigma Galaxy,Pugna,6,0.16666666666666666
Nigma Galaxy,Ringmaster,4,0.25
Nigma Galaxy,Shadow Demon,5,0.0
Nigma Galaxy,Shadow Fiend,3,0.3333333333333333
Nigma Galaxy,Slardar,3,0.0
Nigma Galaxy,Timbersaw,3,0.0
Nigma Galaxy,Void Spirit,3,0.3333333333333333
OG,Abaddon,5,0.6
OG,Ancient Apparition,3,0.3333333333333333
OG,Axe,13,0.5384615384615384
OG,Bane,3,0.6666666666666666
OG,Batrider,3,0.3333333333333333
OG,Beastmaster,9,0.2222222222222222
OG,Bristleback,8,0.75
OG,Centaur Warrunner,7,0.42857142857142855
OG,Chen,13,0.7692307692307693
OG,Clinkz,6,0.6666666666666666
OG,Clockwerk,15,0.4666666666666667
OG,Dark Seer,9,0.6666666666666666
OG,Dragon Knight,14,0.7142857142857143
OG,Ember Spirit,8,0.875
OG,Enchantress,5,0.6
OG,Gyrocopter,17,0.47058823529411764
OG,Jakiro,20,0.5
OG,Kez,5,0.6
OG,Leshrac,6,0.5
OG,Lion,3,0.6666666666666666
OG,Marci,6,0.5
OG,Mars,19,0.6842105263157895
OG,Mirana,5,0.6
OG,Muerta,3,0.6666666666666666
OG,Naga Siren,4,0.5
OG,Nature's Prophet,10,0.8
OG,Pangolier,4,0.5
OG,Primal Beast,13,0.5384615384615384
OG,Queen of Pain,5,0.4
OG,Shadow Demon,17,0.5882352941176471
OG,Shadow Fiend,6,0.5
OG,Skywrath Mage,4,0.5
OG,Slardar,7,0.5714285714285714
OG,Snapfire,16,0.625
OG,Spirit Breaker,6,0.6666666666666666
OG,Storm Spirit,5,0.2
OG,Templar Assassin,7,0.2857142857142857
OG,Timbersaw,5,0.2
OG,Tiny,9,0.4444444444444444
OG,Troll Warlord,3,0.0
OG,Tusk,10,0.5
OG,Underlord,3,0.3333333333333333
OG,Undying,3,0.3333333333333333
OG,Ursa,6,0.6666666666666666
OG,Venomancer,6,0.8333333333333334
OG,Void Spirit,4,0.25
OG,Warlock,3,0.0
OG,Weaver,5,0.6
OG,Windranger,13,0.6923076923076923
PARIVISION,Abaddon,6,0.6666666666666666
PARIVISION,Ancient Apparition,9,0.4444444444444444
PARIVISION,Axe,4,0.5
PARIVISION,Batrider,7,0.5714285714285714
PARIVISION,Beastmaster,11,0.5454545454545454
PARIVISION,Bristleback,3,0.6666666666666666
PARIVISION,Centaur Warrunner,14,0.9285714285714286
PARIVISION,Chen,14,0.42857142857142855
PARIVISION,Dark Seer,6,0.3333333333333333
PARIVISION,Dark Willow,5,0.6
PARIVISION,Disruptor,9,0.6666666666666666
PARIVISION,Dragon Knight,8,0.25
PARIVISION,Ember Spirit,6,0.8333333333333334
PARIVISION,Enigma,5,0.6
PARIVISION,Gyrocopter,3,1.0
PARIVISION,Invoker,9,0.7777777777777778
PARIVISION,Jakiro,20,0.7
PARIVISION,Keeper of the Light,5,0.6
PARIVISION,Kez,15,0.3333333333333333
PARIVISION,Largo,6,0.8333333333333334
PARIVISION,Marci,6,0.6666666666666666
PARIVISION,Mars,7,0.42857142857142855
PARIVISION,Medusa,6,0.8333333333333334
PARIVISION,Monkey King,18,0.6111111111111112
PARIVISION,Naga Siren,3,0.6666666666666666
PARIVISION,Nature's Prophet,8,0.5
PARIVISION,Nyx Assassin,6,0.5
PARIVISION,Pangolier,4,0.25
PARIVISION,Phoenix,4,0.25
PARIVISION,Primal Beast,9,0.5555555555555556
PARIVISION,Puck,6,0.16666666666666666
PARIVISION,Pugna,6,0.5
PARIVISION,Queen of Pain,10,0.6
PARIVISION,Razor,4,1.0
PARIVISION,Ringmaster,9,0.5555555555555556
PARIVISION,Shadow Demon,6,0.5
PARIVISION,Shadow Fiend,4,0.75
PARIVISION,Skywrath Mage,7,0.42857142857142855
PARIVISION,Slardar,13,0.6153846153846154
PARIVISION,Slark,4,0.75
PARIVISION,Spirit Breaker,3,0.6666666666666666
PARIVISION,Storm Spirit,6,0.6666666666666666
PARIVISION,Techies,9,0.3333333333333333
PARIVISION,Templar Assassin,8,0.625
PARIVISION,Terrorblade,9,0.4444444444444444
PARIVISION,Tidehunter,3,0.3333333333333333
PARIVISION,Timbersaw,7,0.7142857142857143
PARIVISION,Tiny,3,0.3333333333333333
PARIVISION,Troll Warlord,4,1.0
PARIVISION,Underlord,4,0.0
PARIVISION,Viper,3,1.0
PARIVISION,Void Spirit,11,0.45454545454545453
PARIVISION,Warlock,6,0.8333333333333334
PARIVISION,Windranger,5,0.2
Passion UA,Axe,4,0.25
Passion UA,Dragon Knight,5,0.2
Passion UA,Gyrocopter,3,0.3333333333333333
Passion UA,Hoodwink,5,0.6
Passion UA,Pugna,4,0.25
Passion UA,Shadow Demon,3,0.0
Passion UA,Snapfire,5,0.2
Passion UA,Viper,3,0.6666666666666666
Pipsqueak+4,Axe,5,0.4
Pipsqueak+4,Dragon Knight,3,0.6666666666666666
Pipsqueak+4,Hoodwink,4,0.25
Pipsqueak+4,Kez,3,0.3333333333333333
Pipsqueak+4,Pugna,3,0.6666666666666666
Pipsqueak+4,Shadow Demon,5,0.8
Pipsqueak+4,Storm Spirit,6,0.5
Pipsqueak+4,Tusk,3,0.3333333333333333
Pipsqueak+4,Underlord,7,0.7142857142857143
Pipsqueak+4,Warlock,5,0.4
REKONIX,Beastmaster,4,0.0
REKONIX,Disruptor,3,0.3333333333333333
REKONIX,Jakiro,3,0.0
REKONIX,Shadow Fiend,3,0.0
REKONIX,Tiny,4,0.0
REKONIX,Void Spirit,3,0.0
Roar,Gyrocopter,3,0.3333333333333333
Roar,Tusk,4,0.0
Runa Team,Batrider,3,0.3333333333333333
Runa Team,Beastmaster,6,0.5
Runa Team,Centaur Warrunner,6,0.5
Runa Team,Chen,3,0.0
Runa Team,Dark Willow,3,0.0
Runa Team,Disruptor,3,0.6666666666666666
Runa Team,Gyrocopter,6,0.3333333333333333
Runa Team,Hoodwink,6,0.8333333333333334
Runa Team,Jakiro,3,0.6666666666666666
Runa Team,Naga Siren,3,0.3333333333333333
Runa Team,Pangolier,5,0.2
Runa Team,Puck,3,0.3333333333333333
Runa Team,Sand King,3,0.3333333333333333
Runa Team,Shadow Demon,3,0.3333333333333333
Runa Team,Slardar,7,0.5714285714285714
Runa Team,Snapfire,8,0.5
Runa Team,Terrorblade,6,0.6666666666666666
Runa Team,Tiny,5,0.4
Runa Team,Tusk,8,0.5
Runa Team,Ursa,3,0.3333333333333333
Runa Team,Warlock,3,0.0
Team Aureus,Batrider,4,0.5
Team Aureus,Chen,3,0.6666666666666666
Team Aureus,Dragon Knight,4,0.5
Team Aureus,Gyrocopter,3,0.3333333333333333
Team Aureus,Hoodwink,7,0.2857142857142857
Team Aureus,Templar Assassin,3,0.3333333333333333
Team Aureus,Undying,3,0.3333333333333333
Team Aureus,Windranger,3,0.3333333333333333
Team Cobra,Centaur Warrunner,3,0.0
Team Cobra,Disruptor,4,0.25
Team Cobra,Doom,3,0.3333333333333333
Team Cobra,Hoodwink,6,0.3333333333333333
Team Cobra,Jakiro,3,0.0
Team Cobra,Juggernaut,5,0.0
Team Cobra,Leshrac,3,0.3333333333333333
Team Cobra,Snapfire,4,0.25
Team Cobra,Timbersaw,3,0.3333333333333333
Team Cobra,Tusk,3,0.3333333333333333
Team Falcons,Abaddon,14,0.5714285714285714
Team Falcons,Batrider,4,0.25
Team Falcons,Beastmaster,4,0.5
Team Falcons,Bounty Hunter,9,0.7777777777777778
Team Falcons,Brewmaster,3,0.6666666666666666
Team Falcons,Bristleback,14,0.6428571428571429
Team Falcons,Centaur Warrunner,17,0.6470588235294118
Team Falcons,Chen,25,0.64
Team Falcons,Clinkz,5,0.4
Team Falcons,Clockwerk,4,0.5
Team Falcons,Crystal Maiden,3,0.6666666666666666
Team Falcons,Doom,11,0.9090909090909091
Team Falcons,Dragon Knight,24,0.7083333333333334
Team Falcons,Ember Spirit,4,0.75
Team Falcons,Enchantress,13,0.5384615384615384
Team Falcons,Gyrocopter,12,0.5833333333333334
Team Falcons,Hoodwink,17,0.5294117647058824
Team Falcons,Huskar,7,0.8571428571428571
Team Falcons,Jakiro,29,0.6551724137931034
Team Falcons,Kez,8,0.75
Team Falcons,Largo,8,0.5
Team Falcons,Lina,4,0.5
Team Falcons,Lion,5,0.8
Team Falcons,Magnus,3,0.6666666666666666
Team Falcons,Mars,20,0.6
Team Falcons,Mirana,3,0.3333333333333333
Team Falcons,Monkey King,6,0.8333333333333334
Team Falcons,Muerta,4,1.0
Team Falcons,Naga Siren,4,0.5
Team Falcons,Nature's Prophet,4,0.5
Team Falcons,Pangolier,27,0.6666666666666666
Team Falcons,Phoenix,4,0.75
Team Falcons,Primal Beast,17,0.7058823529411765
Team Falcons,Puck,8,0.375
Team Falcons,Pugna,11,0.6363636363636364
Team Falcons,Razor,9,0.4444444444444444
Team Falcons,Ringmaster,23,0.6956521739130435
Team Falcons,Sand King,19,0.6842105263157895
Team Falcons,Shadow Demon,18,0.6666666666666666
Team Falcons,Shadow Fiend,5,0.4
Team Falcons,Shadow Shaman,5,0.6
Team Falcons,Skywrath Mage,17,0.7058823529411765
Team Falcons,Slardar,10,0.5
Team Falcons,Snapfire,3,0.3333333333333333
Team Falcons,Sniper,7,0.7142857142857143
Team Falcons,Storm Spirit,5,0.6
Team Falcons,Sven,8,0.5
Team Falcons,Terrorblade,7,0.7142857142857143
Team Falcons,Tidehunter,3,0.0
Team Falcons,Timbersaw,9,0.5555555555555556
Team Falcons,Tiny,5,0.4
Team Falcons,Treant Protector,5,0.6
Team Falcons,Troll Warlord,5,0.6
Team Falcons,Tusk,11,0.6363636363636364
Team Falcons,Underlord,5,0.4
Team Falcons,Ursa,17,0.8235294117647058
Team Falcons,Venomancer,3,0.3333333333333333
Team Falcons,Viper,6,0.8333333333333334
Team Falcons,Warlock,6,0.6666666666666666
Team Falcons,Weaver,15,0.6
Team Falcons,Windranger,5,0.4
Team Liquid,Abaddon,4,0.25
Team Liquid,Axe,5,0.4
Team Liquid,Bane,7,0.5714285714285714
Team Liquid,Batrider,24,0.5833333333333334
Team Liquid,Beastmaster,4,0.75
Team Liquid,Brewmaster,3,0.3333333333333333
Team Liquid,Bristleback,6,0.8333333333333334
Team Liquid,Centaur Warrunner,26,0.7692307692307693
Team Liquid,Clockwerk,14,0.5
Team Liquid,Dark Seer,5,0.4
Team Liquid,Dark Willow,5,0.4
Team Liquid,Dazzle,3,0.6666666666666666
Team Liquid,Disruptor,4,0.25
Team Liquid,Dragon Knight,21,0.6190476190476191
Team Liquid,Earth Spirit,10,0.8
Team Liquid,Ember Spirit,16,0.75
Team Liquid,Faceless Void,3,0.3333333333333333
Team Liquid,Gyrocopter,6,0.16666666666666666
Team Liquid,Hoodwink,16,0.75
Team Liquid,Huskar,4,0.5
Team Liquid,Jakiro,17,0.6470588235294118
Team Liquid,Kez,23,0.6086956521739131
Team Liquid,Kunkka,3,0.3333333333333333
Team Liquid,Largo,9,0.6666666666666666
Team Liquid,Leshrac,10,0.4
Team Liquid,Lion,4,0.75
